BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-XA0YpbtF","cce-ig-n2n53rim-cavyj3c6-caep2nx6","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.29","","10.89.0.29(内)  -(公)
","1","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-10-22T13:51:50","","\u9633\u6CC9","可用区C","",""
"i-5ItoHM8o","cce-ig-n2n53rim-kqpad9ix-caep2nx6-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.7","","10.89.0.7(内)  -(公)
","1","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-10-22T13:47:44","","\u9633\u6CC9","可用区C","",""
"i-kOQUgI3t","cce-ig-n2n53rim-kqpad9ix-caep2nx6-2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.3","","10.89.0.3(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-10-22T13:47:44","","\u9633\u6CC9","可用区C","",""
"i-wruxXQeG","cce-ig-n2n53rim-kqpad9ix-caep2nx6-3","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.6","","10.89.0.6(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-10-22T13:47:44","","\u9633\u6CC9","可用区C","",""
"i-MKls2FDI","cce-ig-n2n53rim-kqpad9ix-caep2nx6-4","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.4","","10.89.0.4(内)  -(公)
","3","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-10-22T13:47:44","","\u9633\u6CC9","可用区C","",""
"i-93JHd4lT","baidu_yunwei_windows","默认项目:","","运行中","","0","","bcc.c4.c2m4","10.79.0.40","","10.79.0.40(内)  -(公)
","0","","2","4","50","Windows Server","2022 x86_64 (64bit) 中文版","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-10-21T13:59:32","","\u9633\u6CC9","可用区C","",""
"i-bjLweLaf","cce-bcc-biaozhu-prod-cpu-73h63xi2-q4pnefhy","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,项目:标注系统,开通人:郑傲宇202410692,申请人:王健202311294,cce-cluster-id:cce-4nmy1x1s,cce-instance-group-id:cce-ig-b15l0akc,source:CCE","","运行中","","0","","bcc.g4.c32m128","10.90.32.11","","10.90.32.11(内)  -(公)
","1","","32","128","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-标注系统-node1","2025-10-21T13:31:35","","\u9633\u6CC9","可用区C","",""
"i-BE8jZPIp","cce-bcc-biaozhu-prod-cpu-75ys156u-q4pnefhy","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,项目:标注系统,开通人:郑傲宇202410692,申请人:王健202311294,cce-cluster-id:cce-4nmy1x1s,cce-instance-group-id:cce-ig-b15l0akc,source:CCE","","运行中","","0","","bcc.g4.c32m128","10.90.32.4","","10.90.32.4(内)  -(公)
","1","","32","128","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-标注系统-node1","2025-10-20T10:52:08","","\u9633\u6CC9","可用区C","",""
"i-bUhp9Pnc","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.2","","13.0.0.2(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-1SFs5VEU","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.3","","13.0.0.3(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-d4lxOQlD","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.4","","13.0.0.4(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-PufXgBZ0","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.5","","13.0.0.5(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-HBc3Jbk5","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.6","218.206.18.24","13.0.0.6(内)  218.206.18.24(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-Kn8XKl3J","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.7","","13.0.0.7(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-GP1G0I17","等保合规权限管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.8","","13.0.0.8(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:47:45","","\u9633\u6CC9","可用区C","",""
"i-ehLLfSTc","等保合规浏览器管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.9","","13.0.0.9(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:43:15","","\u9633\u6CC9","可用区C","",""
"i-8QEgzycT","等保合规浏览器管控","需求人:叶涛,项目:等保合规资源","","运行中","","0","","bcc.c4.c8m16","13.0.0.10","","13.0.0.10(内)  -(公)
","0","","8","16","500","CentOS","7.8 x86_64 (64bit)","后付费","零信任浏览器-VPC-NO-DEL","零信任浏览器-NO-DEL","2025-10-17T15:43:15","","\u9633\u6CC9","可用区C","",""
"i-w3HbSrfz","cce-ig-4c0nqnnf-3eo07knm-nil45ww6-1","source:CCE,cce-cluster-id:cce-266b50jq,cce-instance-group-id:cce-ig-4c0nqnnf","","运行中","","0","","bcc.g4.c64m256","10.90.96.18","","10.90.96.18(内)  -(公)
","1","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-其他业务-node1","2025-10-15T17:24:13","","\u9633\u6CC9","可用区C","",""
"i-nax65k26","cce-ig-4c0nqnnf-na7zre2c-nil45ww6-1","source:CCE,cce-cluster-id:cce-266b50jq,cce-instance-group-id:cce-ig-4c0nqnnf","","运行中","","0","","bcc.g4.c64m256","10.90.96.17","","10.90.96.17(内)  -(公)
","1","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-其他业务-node1","2025-10-15T17:02:55","","\u9633\u6CC9","可用区C","",""
"i-mN5FVsI7","prod-ha-存储平台-01","默认项目:","","运行中","","0","","bcc.c4.c16m32","10.79.0.43","","10.79.0.43(内)  -(公)
","0","","16","32","501","CentOS","8.1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-10-11T14:51:48","","\u9633\u6CC9","可用区C","",""
"i-6MKA9C9o","prod-ha-存储平台-02","默认项目:","","运行中","","0","","bcc.c4.c16m32","10.79.0.42","","10.79.0.42(内)  -(公)
","0","","16","32","501","CentOS","8.1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-10-11T14:51:48","","\u9633\u6CC9","可用区C","",""
"i-nxjPrzkY","boden_docker","开通人:丁一202509531,需求人:张福东202411389,工单:0ee98b05-8ed5-11f0-8506-26e014039e2d","","运行中","","0","","bcc.c4.c8m16","10.90.0.50","","10.90.0.50(内)  -(公)
","0","","8","16","100","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-19T13:57:13","","\u9633\u6CC9","可用区C","",""
"i-QYr2SKP2","cce-ig-9ccs9cyw-y1u6u9fh-qjftb09j","source:CCE,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-9ccs9cyw","","运行中","","0","","bcc.c4.c4m8","10.89.64.226","","10.89.64.226(内)  -(公)
","2","","4","8","200","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-pod1","2025-09-18T14:18:02","","\u9633\u6CC9","可用区C","",""
"i-aiQyaoox","星环-flink-生产-03","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c64m256","10.90.4.104","","10.90.4.104(内)  -(公)
","0","","64","256","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T14:07:52","","\u9633\u6CC9","可用区C","",""
"i-DLKcaiEv","星环-zk-yarn-生产-02","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c16m64","10.90.4.166","","10.90.4.166(内)  -(公)
","0","","16","64","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T11:31:49","","\u9633\u6CC9","可用区C","",""
"i-GpFuSPji","星环-zk-yarn-生产-03","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c16m64","10.90.4.167","","10.90.4.167(内)  -(公)
","0","","16","64","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T11:31:49","","\u9633\u6CC9","可用区C","",""
"i-MOdZTzBP","星环-zk-yarn-生产-01","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c16m64","10.90.4.158","","10.90.4.158(内)  -(公)
","0","","16","64","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T11:31:49","","\u9633\u6CC9","可用区C","",""
"i-3FgiryaO","星环-flink-生产-01","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c64m256","10.90.4.108","","10.90.4.108(内)  -(公)
","0","","64","256","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T11:30:33","","\u9633\u6CC9","可用区C","",""
"i-wK7pr1Zo","星环-flink-生产-02","工单:2ab442f8-8eef-11f0-8506-26e014039e2d","","运行中","","0","","bcc.g4.c64m256","10.90.4.157","","10.90.4.157(内)  -(公)
","0","","64","256","400","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-中间件1","2025-09-17T11:30:33","","\u9633\u6CC9","可用区C","",""
"i-qHtrTdgb","CCE-EBC-triton-server-H20-tianshu-llm-gaf14tah-k1261nr6","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.105","","10.90.128.105(内)  -(公)
","2","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-09-08T11:06:34","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-UxzFcWIe","cce-ig-n0jfrz87-8477305z-1l07dy42","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,cce-cluster-id:cce-gzk0qlzk,项目:调度平台,工程:调度平台,cce-instance-group-id:cce-ig-n0jfrz87,申请人:彭渝,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.68","","10.89.0.68(内)  -(公)
","4","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-09-03T19:54:53","","\u9633\u6CC9","可用区C","",""
"i-oztykVOx","cce-ig-n5aki70w-z28b7j0e-olxa9pf0-1","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,开通人:张万福202306197,项目:APP应用,申请人:张霞202002266,source:CCE,cce-cluster-id:cce-k5sn275j,cce-instance-group-id:cce-ig-n5aki70w","","运行中","","0","","bcc.g4.c64m256","10.90.0.80","","10.90.0.80(内)  -(公)
","1","","64","256","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-03T17:54:34","","\u9633\u6CC9","可用区C","",""
"i-lRI9OkDD","cce-ig-n5aki70w-z28b7j0e-olxa9pf0-2","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,开通人:张万福202306197,项目:APP应用,申请人:张霞202002266,source:CCE,cce-cluster-id:cce-k5sn275j,cce-instance-group-id:cce-ig-n5aki70w","","运行中","","0","","bcc.g4.c64m256","10.90.0.78","","10.90.0.78(内)  -(公)
","1","","64","256","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-03T17:54:34","","\u9633\u6CC9","可用区C","",""
"i-0tbuvpkD","cce-ig-n5aki70w-z28b7j0e-olxa9pf0-3","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,开通人:张万福202306197,项目:APP应用,申请人:张霞202002266,source:CCE,cce-cluster-id:cce-k5sn275j,cce-instance-group-id:cce-ig-n5aki70w","","运行中","","0","","bcc.g4.c64m256","10.90.0.79","","10.90.0.79(内)  -(公)
","1","","64","256","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-03T17:54:34","","\u9633\u6CC9","可用区C","",""
"i-gvXRP9PV","cce-ig-n5aki70w-z28b7j0e-olxa9pf0-4","工单:20250303前期资源会签流程,工程:闭环,环境:哈密百度云生产,开通人:张万福202306197,项目:APP应用,申请人:张霞202002266,source:CCE,cce-cluster-id:cce-k5sn275j,cce-instance-group-id:cce-ig-n5aki70w","","运行中","","0","","bcc.g4.c64m256","10.90.0.81","","10.90.0.81(内)  -(公)
","1","","64","256","500","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-03T17:54:34","","\u9633\u6CC9","可用区C","",""
"i-yPvrAvV6","cce-ig-j4u7826n-cdbbamx2-aq7g9xne","source:CCE,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-j4u7826n,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.0.130","","10.90.0.130(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-09-01T23:05:54","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-UAVATL69","vpn-test-tmp","默认项目:","","运行中","","0","","bcc.g4.c8m32","12.0.0.44","","12.0.0.44(内)  -(公)
","0","","8","32","50","Windows Server","2022 x86_64 (64bit) 中文版","后付费","VPN-USER-NO-DEL","VPN-USER-NO-DEL","2025-08-29T21:30:36","","\u9633\u6CC9","可用区C","",""
"i-RFe4JaSZ","vpn-test-no-del","开通人:叶涛","","运行中","","0","","bcc.g4.c4m16","12.0.0.43","","12.0.0.43(内)  -(公)
","0","","4","16","50","Ubuntu","24.04 LTS amd64 (64bit)","后付费","VPN-USER-NO-DEL","VPN-USER-NO-DEL","2025-08-29T20:44:56","","\u9633\u6CC9","可用区C","",""
"i-B7juRwVb","cce-ig-49zcib7u-x855t3lz-92wz24nr-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.164","","10.89.0.164(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-08-29T14:49:31","","\u9633\u6CC9","可用区C","",""
"i-MDlI6zsh","cce-ig-49zcib7u-x855t3lz-92wz24nr-2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.49","","10.89.0.49(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-08-29T14:49:31","","\u9633\u6CC9","可用区C","",""
"i-UhB4Cwuq","cce-ig-49zcib7u-x855t3lz-92wz24nr-4","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-3nusu9su,is_gup:true,is_gpu:true,cce-instance-group-id:cce-ig-mkr70i90","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.163","","10.89.0.163(内)  -(公)
","1","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-08-29T14:49:31","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-i7p0TUlx","cce-ig-49zcib7u-xn8y1kht-92wz24nr","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-3nusu9su,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.46","","10.89.0.46(内)  -(公)
","1","","208","1024","1000","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-08-29T14:19:36","","\u9633\u6CC9","可用区C","",""
"i-NNlgqBrE","cce-ig-h7ii7ink-4nxt54z1-l346s2jm-1","工程:闭环,source:CCE,cce-cluster-id:cce-k5sn275j,开通人:丁一202509531,工单:97e61d9e-7f35-11f0-9139-2e07eaad33a2,cce-instance-group-id:cce-ig-h7ii7ink,申请人:夏波202310658","","运行中","","0","","bcc.c4.c32m64","10.90.0.42","","10.90.0.42(内)  -(公)
","1","","32","64","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-08-28T14:12:18","","\u9633\u6CC9","可用区C","",""
"i-hNhwEhi6","cce-ig-h7ii7ink-4nxt54z1-l346s2jm-3","工程:闭环,source:CCE,cce-cluster-id:cce-k5sn275j,开通人:丁一202509531,工单:97e61d9e-7f35-11f0-9139-2e07eaad33a2,cce-instance-group-id:cce-ig-h7ii7ink,申请人:夏波202310658","","运行中","","0","","bcc.c4.c32m64","10.90.0.129","","10.90.0.129(内)  -(公)
","2","","32","64","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-08-28T14:12:18","","\u9633\u6CC9","可用区C","",""
"i-QUcyFjVB","cce-ig-h7ii7ink-4nxt54z1-l346s2jm-5","工程:闭环,source:CCE,cce-cluster-id:cce-k5sn275j,开通人:丁一202509531,工单:97e61d9e-7f35-11f0-9139-2e07eaad33a2,cce-instance-group-id:cce-ig-h7ii7ink,申请人:夏波202310658","","运行中","","0","","bcc.c4.c32m64","10.90.0.41","","10.90.0.41(内)  -(公)
","1","","32","64","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-08-28T14:12:18","","\u9633\u6CC9","可用区C","",""
"i-tP75fEOk","cce-ig-h7ii7ink-4nxt54z1-l346s2jm-7","工程:闭环,source:CCE,cce-cluster-id:cce-k5sn275j,开通人:丁一202509531,工单:97e61d9e-7f35-11f0-9139-2e07eaad33a2,cce-instance-group-id:cce-ig-h7ii7ink,申请人:夏波202310658","","运行中","","0","","bcc.c4.c32m64","10.90.0.107","","10.90.0.107(内)  -(公)
","1","","32","64","200","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-08-28T14:12:18","","\u9633\u6CC9","可用区C","",""
